week,team,user,week total,ec,1stf,ATW,6pack,3rdf,Donation,qs,2ndf,popup,WO Q,QS Q,ao_list
1,Dancer,Sparky,61,18,18,,4,5,3,5,5,3,,,"da-grizz, el-coyote, the-colosseum, the-olympiad"
1,Comet,Happy Camper,60,11,18,5,4,5,3,5,5,3,1,,"da-grizz, dmz, the-colosseum, the-ridge, the-silo"
1,Vixen,Blue Gill,60,12,21,5,5,,3,5,5,3,1,,"dmz, the-colosseum, the-olympiad, the-ridge, the-silo"
1,Comet,Peterbilt,58,2,27,5,7,5,3,5,,3,1,,"el-coyote, the-colosseum, the-olympiad, the-ridge, the-silo"
1,Donner,Mr. Kotter,57,18,24,5,6,,,,,3,1,,"da-grizz, el-coyote, the-colosseum, the-grove, the-olympiad, the-ridge"
1,Comet,Pull-up,56,15,15,5,,5,3,5,5,3,,,"the-colosseum, the-grove, the-olympiad, the-ridge, the-silo"
1,Vixen,Dilly Dilly,56,13,21,5,5,,3,5,,3,1,,"dmz, the-colosseum, the-grove, the-ridge, the-silo"
1,Cupid,Soft Hands,55,12,22,5,5,,3,,5,3,,,"black-diamond, el-coyote, the-colosseum, the-olympiad, the-ridge"
1,Dancer,Foghorn,55,12,18,5,4,,3,5,5,3,,,"el-coyote, the-colosseum, the-olympiad, the-ridge, the-silo"
1,Dancer,Phoenix,55,3,27,5,7,,,5,5,3,,,"black-rock, da-grizz, el-coyote, the-colosseum, the-olympiad, the-silo"
1,Dancer,Ricochet,55,18,21,5,5,,3,,,3,,,"el-coyote, the-colosseum, the-olympiad, the-ridge, the-silo"
1,Donner,Bedpan,55,7,18,5,4,5,3,5,5,3,,,"da-grizz, dmz, the-colosseum, the-grove, the-olympiad, the-ridge"
1,Dasher,Rooney,53,15,22,,5,,3,,5,3,,,"black-rock, the-colosseum, the-olympiad"
1,Donner,Juanita,53,15,18,5,4,5,3,,,3,,,"da-grizz, the-colosseum, the-grove, the-ridge, the-silo"
1,Comet,Pearl,52,9,18,5,4,,3,5,5,3,,,"da-grizz, the-colosseum, the-grove, the-ridge, the-silo"
1,Dancer,Cinderella,52,9,18,5,4,5,3,,5,3,,,"da-grizz, the-colosseum, the-olympiad, the-ridge, the-silo"
1,Prancer,Dilbert,51,15,15,,,5,3,5,5,3,,,"the-colosseum, the-grove, the-ridge"
1,Dasher,Old Maid,50,6,18,5,4,5,3,,5,3,1,,"the-colosseum, the-grove, the-olympiad, the-ridge, the-silo"
1,Donner,Hanger,50,12,18,5,4,,3,,5,3,,,"da-grizz, the-colosseum, the-grove, the-olympiad, the-ridge"
1,Dasher,UPS,47,9,18,5,4,,3,5,,3,,,"da-grizz, el-coyote, the-colosseum, the-grove, the-silo"
1,Comet,Hatchet (Lizard Q),45,9,15,5,,,3,5,5,3,,,"dmz, the-colosseum, the-grove, the-olympiad, the-ridge"
1,Comet,Six Sheets,45,15,18,5,4,,,,,3,,,"black-rock, the-colosseum, the-olympiad, the-ridge, the-silo"
1,Prancer,Liberty Biberty,45,8,21,5,5,,3,,,3,,,"black-rock, ravens-nest, the-colosseum, the-grove, the-olympiad"
1,Comet,Tighty Whities,44,6,15,5,,5,,5,5,3,,,"the-colosseum, the-grove, the-olympiad, the-ridge, the-silo"
1,Vixen,Broomstick,44,15,16,5,,,,,5,3,,,"black-diamond, dmz, the-grove, the-ridge, the-silo"
1,Rudolph,Ricola,43,9,23,,5,,3,,,3,,,
1,Vixen,Hat Trick,43,6,18,5,4,5,,,5,,,,"da-grizz, el-coyote, the-colosseum, the-grove, the-ridge, the-silo"
2,Comet,Hot Lava,42,9,15,,,5,,5,5,3,,,"black-rock, el-coyote, the-colosseum, the-grove"
2,Comet,Meta,41,9,15,,,5,3,,5,3,1,,"black-rock, el-coyote, the-grove, the-silo"
1,Comet,Frontier,39,12,9,,,5,,5,5,3,,,"el-coyote, the-olympiad"
2,Comet,Manhole,39,9,15,,,5,,5,5,,,,"black-rock, el-coyote, the-colosseum, the-grove"
1,Cupid,Singer,39,13,18,,4,,,,,3,1,,"the-colosseum, the-grove, the-olympiad"
1,Donner,Celler Dweller,39,2,21,,5,,3,,5,3,,,"the-colosseum, the-grove, the-ridge, the-silo"
1,Rudolph,Napster,39,6,15,5,,,,5,5,3,,,"da-grizz, the-colosseum, the-grove, the-olympiad, the-ridge"
1,Blitzen,Schlitz,38,8,13,,,,3,5,5,3,1,,"el-coyote, the-grove"
1,Comet,Choco Taco,37,12,9,,,,3,5,5,3,,,"el-coyote, the-ridge"
1,Donner,Mr. Belding,37,9,15,5,,,,,5,3,,,"the-colosseum, the-grove, the-olympiad, the-ridge, the-silo"
1,Vixen,Den Mother,37,,15,5,,,3,5,5,3,1,,"da-grizz, the-colosseum, the-olympiad, the-ridge, the-silo"
2,Comet,Dauber,35,9,12,,,5,3,,5,,1,,"el-coyote, the-colosseum, the-grove, the-ridge"
1,Comet,Danica,33,,18,5,4,,3,,,3,,,"da-grizz, the-colosseum, the-grove, the-olympiad, the-ridge, the-silo"
2,Cupid,Soft Hands,33,9,11,,,,3,5,5,,,,"black-diamond, the-ridge"
1,Vixen,Scuba Steve,33,8,12,,,,,5,5,3,,,"the-grove, the-olympiad, the-ridge, the-silo"
1,Cupid,Bunker,32,8,12,,,,3,,5,3,1,,"the-colosseum, the-grove"
2,Dancer,Hodl,32,9,12,,,,,5,5,,1,,"el-coyote, ravens-nest, the-colosseum, the-ridge"
1,Dancer,Party in a bottle,32,,15,,,,3,5,5,3,1,,"the-colosseum, the-olympiad, the-silo"
2,Dasher,Dog House,32,9,15,,,,3,,5,,,,"black-rock, el-coyote, the-colosseum, the-silo"
1,Dasher,Jellystone,32,9,12,,,,3,,5,3,,,"black-rock, el-coyote, the-colosseum, the-silo"
1,Dasher,Olive Oyl,32,3,13,,,,3,5,5,3,,,"black-rock, the-colosseum, the-silo"
2,Dasher,Scratch and Dent,32,9,15,,,,3,,5,,,,"black-rock, el-coyote, the-colosseum, the-silo"
2,Prancer,Spit Valve,32,9,12,,,5,,,5,,1,,"black-rock, el-coyote, ravens-nest"
1,Dasher,Norm,31,12,13,,,,3,,,3,,,
2,Prancer,Hank Hill,31,9,12,,,,,5,5,,,,"black-rock, el-coyote, ravens-nest, the-grove"
2,Prancer,Nemo,31,9,12,,,,,5,5,,,,"black-rock, el-coyote, the-colosseum, the-grove"
1,Blitzen,Derailed,30,8,9,,,5,,,5,3,,,"the-colosseum, the-grove"
1,Donner,Moist,30,12,15,,,,,,,3,,,"black-rock, the-grove, the-olympiad, the-ridge"
1,Rudolph,Foreclosure,30,12,9,,,,,5,,3,1,,"black-rock, ravens-nest, the-colosseum"
1,Vixen,Tweety,30,12,15,,,,,,,3,,,"dmz, the-ridge, the-silo"
1,Comet,Algorithm,29,,15,,,,,5,5,3,1,,"the-colosseum, the-olympiad, the-ridge"
2,Comet,Bob Villa,29,9,15,,,,,5,,,,,"el-coyote, the-colosseum, the-grove, the-ridge"
2,Dasher,BABYMOMMA,29,9,15,,,,,,5,,,,"black-rock, el-coyote, the-colosseum, the-silo"
2,Dasher,Norm,29,9,12,,,,3,,5,,,,the-colosseum
1,Donner,Peashooter,29,9,12,,,,,,5,3,,,"the-colosseum, the-grove, the-ridge"
1,Vixen,Quatro,29,5,15,,,,,5,,3,1,,"dmz, the-grove, the-ridge, the-silo"
1,Comet,Shankapotomus,28,,15,5,,,,5,,3,,,"black-rock, el-coyote, the-colosseum, the-olympiad, the-ridge"
1,Cupid,GrubX (CMW),28,6,16,,,,3,,,3,,,"black-diamond, the-colosseum, the-olympiad"
1,Cupid,Sparkler,28,12,10,,,,3,,,3,,,"black-diamond, dmz, the-colosseum"
2,Dancer,Sparky,28,9,6,,,,3,5,5,,,,el-coyote
1,Vixen,vern,27,9,15,,,,,,,3,,,"dmz, the-ridge, the-silo"
2,Comet,Six Sheets,26,9,12,,,,,5,,,,,"black-rock, el-coyote, the-colosseum, the-grove"
2,Dancer,Pop-Tart,25,2,9,,,,3,5,5,,1,,"ravens-nest, the-colosseum"
2,Dasher,UPS,25,8,9,,,5,3,,,,,,"black-rock, ravens-nest, the-silo"
1,Donner,fuzzy navel,25,3,6,,,,3,5,5,3,,,"el-coyote, the-colosseum"
1,Prancer,The Worm,25,5,12,,,,,,5,3,,,"the-colosseum, the-grove, the-silo"
2,Comet,Pull-up,24,9,9,,,,3,,,3,,,"the-colosseum, the-ridge, the-silo"
1,Cupid,Picasso,24,12,9,,,,,,,3,,,the-colosseum
2,Dancer,Cutler,24,9,9,,,,,5,,,,1,"ravens-nest, the-colosseum, the-ridge"
1,Dancer,TruGreen,24,,15,,,,,5,,3,,1,"the-colosseum, the-olympiad, the-ridge, the-silo"
1,Donner,Corner Kick,24,4,9,,,5,3,,,3,,,"the-colosseum, the-grove"
1,Rudolph,Celine Dion,24,,15,,,,,5,,3,1,,"da-grizz, ravens-nest, the-olympiad, the-ridge"
1,Blitzen,Xena- Warrior Princess,23,,12,,,,3,5,,3,,,the-colosseum
2,Comet,Mahomes,23,6,9,,,,3,5,,,,,"el-coyote, the-grove"
2,Donner,Bedpan,23,6,9,,,,3,5,,,,,"black-rock, dmz, the-ridge"
1,Prancer,Flo,23,8,12,,,,,,,3,,,"the-colosseum, the-grove, the-ridge, the-silo"
2,Rudolph,Ringo,23,4,12,,,,3,,,3,1,,"black-rock, el-coyote, ravens-nest, the-grove"
2,Vixen,Blue Gill,23,,9,,,,3,5,5,,1,,"dmz, the-ridge, the-silo"
0,Comet,Dauber,22,3,6,,,5,3,,5,,,,the-colosseum
0,Comet,Frontier,22,3,6,,,5,3,,5,,,,the-colosseum
0,Comet,Hot Lava,22,3,6,,,5,3,,5,,,,the-colosseum
0,Comet,Mahomes,22,3,6,,,5,3,,5,,,,the-colosseum
0,Comet,Manhole,22,3,6,,,5,3,,5,,,,the-colosseum
0,Comet,Meta,22,3,6,,,5,3,,5,,,,the-colosseum
2,Comet,Peterbilt,22,1,12,,,,3,5,,,1,,"black-rock, el-coyote, the-ridge, the-silo"
0,Dancer,Sparky,22,3,6,,,5,3,,5,,,,the-colosseum
1,Dasher,LaRussa,22,6,10,,,,3,,,3,,,el-coyote
2,Rudolph,Napster,22,,9,,,,,5,5,3,,,"the-colosseum, the-grove"
1,Rudolph,Underdog,22,6,13,,,,,,,3,,,
1,Blitzen,Just Dance,21,9,9,,,,,,,3,,,"the-colosseum, the-grove, the-ridge"
1,Blitzen,Kidney Beans,21,9,12,,,,,,,,,,"el-coyote, the-colosseum, the-grove"
2,Blitzen,Schlitz,21,3,9,,,,3,,5,,1,,"dmz, the-ridge, the-silo"
2,Prancer,Boomer,21,6,9,,,,,5,,,,1,"el-coyote, ravens-nest"
2,Prancer,PFG,21,6,12,,,,,,,3,,,the-colosseum
2,Vixen,Dilly Dilly,21,7,9,,,,,5,,,,,"dmz, the-ridge, the-silo"
1,Blitzen,Morticia,20,3,12,,,,,,5,,,,"dmz, the-colosseum, the-grove, the-ridge"
1,Blitzen,Pee Wee Herman,20,,15,,,,,5,,,,,"dmz, the-colosseum, the-grove"
2,Comet,Algorithm,20,6,9,,,5,,,,,,,"black-rock, the-colosseum, the-ridge"
2,Cupid,Duck Hunt,20,6,7,,,,,5,,,1,1,"black-diamond, ravens-nest"
2,Dasher,Olive Oyl,20,3,6,,,,3,,5,3,,,"black-rock, ravens-nest"
2,Vixen,Hat Trick,20,6,9,,,,,,5,,,,"dmz, the-ridge, the-silo"
1,Comet,Bambino,19,,6,,,,,5,5,3,,,el-coyote
0,Comet,Pearl,19,3,6,,,5,,,5,,,,the-colosseum
2,Comet,Tighty Whities,19,,9,,,,,5,5,,,,"the-colosseum, the-grove, the-ridge"
2,Cupid,Caboose,19,,9,,,,,5,5,,,,"the-colosseum, the-grove, the-silo"
2,Cupid,Singer,19,3,10,,,,,5,,,1,,"black-diamond, the-colosseum"
1,Cupid,Spike Horn,19,6,10,,,,,,,3,,,"black-diamond, the-colosseum, the-olympiad"
0,Donner,Chum Bucket,19,,6,,,5,3,,5,,,,the-colosseum
2,Donner,fuzzy navel,19,3,3,,,,3,5,5,,,,el-coyote
2,Prancer,Dilbert,19,3,6,,,,,5,5,,,,"black-rock, the-colosseum"
2,Rudolph,Foreclosure,19,3,11,,,,,5,,,,,black-diamond
1,Comet,DJ Sump Pump,18,,15,,,,,,,3,,,"dmz, the-ridge"
1,Comet,Wing Stop (F3 Naperville),18,,12,,,,3,,,3,,,the-colosseum
2,Dancer,Foghorn,18,6,6,,,,,5,,,1,,"the-ridge, the-silo"
2,Dancer,Ricochet,18,6,12,,,,,,,,,,"el-coyote, the-colosseum, the-ridge, the-silo"
2,Dasher,Zimmer,18,6,9,,,,3,,,,,,"black-rock, the-colosseum, the-silo"
2,Donner,Chum Bucket,18,6,12,,,,,,,,,,"black-rock, dmz, el-coyote, the-ridge"
2,Donner,Hanger,18,6,9,,,,3,,,,,,"dmz, the-colosseum, the-silo"
2,Prancer,Depends (3rdF Q),18,9,9,,,,,,,,,,"black-rock, ravens-nest, the-grove"
0,Prancer,Spit Valve,18,3,6,,,,3,,5,,1,,the-colosseum
1,Rudolph,Italian Ice,18,3,12,,,,,,,3,,,"da-grizz, ravens-nest"
0,Comet,Algorithm,17,3,6,,,,3,,5,,,,the-colosseum
1,Comet,Second Best,17,,9,,,,,,5,3,,,"the-grove, the-ridge"
2,Dancer,Cinderella,17,8,9,,,,,,,,,,"dmz, the-colosseum, the-ridge"
0,Dancer,Cutler,17,3,6,,,,3,,5,,,,the-colosseum
0,Dancer,Dear Abby,17,3,6,,,,3,,5,,,,the-colosseum
0,Dancer,Foghorn,17,3,6,,,,3,,5,,,,the-colosseum
0,Dancer,Hodl,17,3,6,,,,3,,5,,,,the-colosseum
0,Dasher,Doozie,17,3,6,,,,3,,5,,,,the-colosseum
0,Dasher,Jellystone,17,3,6,,,,3,,5,,,,the-colosseum
0,Dasher,Norm,17,3,6,,,,3,,5,,,,the-colosseum
2,Dasher,Old Maid,17,3,9,,,,,5,,,,,"el-coyote, the-silo"
1,Dasher,Scat,17,,6,,,,3,,5,3,,,"el-coyote, the-colosseum"
0,Dasher,Scratch and Dent,17,3,6,,,,3,,5,,,,the-colosseum
0,Dasher,Zimmer,17,3,6,,,,3,,5,,,,the-colosseum
0,Prancer,Boomer,17,3,6,,,,3,,5,,,,the-colosseum
1,Prancer,Deliverance,17,,9,,,,,,5,3,,,"dmz, the-colosseum, the-grove"
0,Prancer,Depends (3rdF Q),17,3,6,,,,3,,5,,,,the-colosseum
0,Prancer,Hank Hill,17,3,6,,,,3,,5,,,,the-colosseum
0,Prancer,Nemo,17,3,6,,,,3,,5,,,,the-colosseum
2,Prancer,YellowPages,17,5,12,,,,,,,,,,"black-rock, el-coyote, ravens-nest, the-grove"
1,Rudolph,Nickelback,17,,6,,,,3,,5,3,,,"da-grizz, el-coyote"
2,Vixen,Broomstick,17,8,9,,,,,,,,,,"the-colosseum, the-ridge, the-silo"
1,Blitzen,Woody,16,2,9,,,,,5,,,,,"dmz, the-grove, the-ridge"
2,Comet,Happy Camper,16,6,9,,,,,,,,1,,"the-grove, the-ridge, the-silo"
2,Cupid,Picasso,16,9,7,,,,,,,,,,
1,Cupid,Sizzler,16,3,10,,,,,,,3,,,"black-diamond, the-grove, the-olympiad"
2,Donner,Mr. Belding,16,7,9,,,,,,,,,,"dmz, the-ridge, the-silo"
1,Donner,Pit Boss,16,2,6,,,,,,5,3,,,"the-grove, the-ridge"
0,Donner,fuzzy navel,16,,6,,,5,,,5,,,,the-colosseum
1,Vixen,TPS Report,16,4,9,,,,,,,3,,,"the-colosseum, the-ridge"
2,Blitzen,Just Dance,15,6,6,,,,3,,,,,,"the-colosseum, the-ridge"
1,Blitzen,SkidMark,15,6,9,,,,,,,,,,"dmz, the-grove, the-ridge"
0,Dasher,Dog House,15,,7,,,,3,,5,,,,the-colosseum
1,Dasher,Trifecta,15,6,6,,,,,,,3,,,"el-coyote, the-colosseum"
1,Donner,John Denver,15,6,9,,,,,,,,,,"the-colosseum, the-grove, the-ridge"
2,Donner,John Denver,15,6,6,,,,,,,3,,,the-ridge
2,Donner,Juanita,15,6,9,,,,,,,,,,"the-ridge, the-silo"
2,Donner,Peashooter,15,6,9,,,,,,,,,,"the-colosseum, the-ridge, the-silo"
1,Prancer,Tinfoil,15,3,9,,,,,,,3,,,"da-grizz, el-coyote, the-colosseum"
2,Prancer,Tinfoil,15,6,9,,,,,,,,,,"black-rock, the-colosseum, the-grove"
1,Rudolph,Homer Simpson,15,,9,,,,3,,,3,,,"black-rock, the-colosseum, the-ridge"
1,Vixen,SoccerMom,15,,12,,,,,,,3,,,"the-colosseum, the-ridge, the-silo"
2,Vixen,Tweety,15,6,9,,,,,,,,,,"dmz, the-ridge, the-silo"
0,Blitzen,Just Dance,14,3,6,,,,,,5,,,,the-colosseum
0,Blitzen,Schlitz,14,,6,,,,3,,5,,,,the-colosseum
0,Comet,Bambino,14,3,3,,,,3,,5,,,,the-colosseum
0,Comet,Bob Villa,14,3,6,,,,,,5,,,,the-colosseum
2,Comet,Frontier,14,6,3,,,,,5,,,,,el-coyote
0,Comet,Happy Camper,14,,6,,,,3,,5,,,,the-colosseum
0,Comet,Hatchet (Lizard Q),14,,6,,,,3,,5,,,,the-colosseum
2,Comet,Pearl,14,3,6,,,,,5,,,,,"the-colosseum, the-grove"
0,Comet,Peterbilt,14,,6,,,,3,,5,,,,the-colosseum
0,Comet,Pull-up,14,,6,,,,3,,5,,,,the-colosseum
0,Comet,Six Sheets,14,3,6,,,,,,5,,,,the-colosseum
0,Cupid,Caboose,14,,6,,,,3,,5,,,,the-colosseum
1,Cupid,Caboose,14,,3,,,,3,,5,3,,,the-grove
0,Cupid,Duck Hunt,14,3,6,,,,,,5,,,,the-colosseum
0,Cupid,Singer,14,3,6,,,,,,5,,,,the-colosseum
0,Dancer,Cinderella,14,3,3,,,,3,,5,,,,the-colosseum
0,Dancer,Party in a bottle,14,3,6,,,,,,5,,,,the-colosseum
0,Dancer,Pop-Tart,14,,6,,,,3,,5,,,,the-colosseum
0,Dancer,Ricochet,14,3,6,,,,,,5,,,,the-colosseum
0,Dancer,TruGreen,14,,6,,,,3,,5,,,,the-colosseum
0,Dasher,Old Maid,14,,6,,,,3,,5,,,,the-colosseum
0,Donner,Corner Kick,14,,6,,,,3,,5,,,,the-colosseum
0,Donner,Juanita,14,,6,,,,3,,5,,,,the-colosseum
0,Donner,Moist,14,3,6,,,,,,5,,,,the-colosseum
1,Donner,Trickle,14,3,6,,,,,5,,,,,"dmz, the-ridge"
0,Prancer,Liberty Biberty,14,3,6,,,,,,5,,,,the-colosseum
0,Prancer,Tinfoil,14,3,6,,,,,,5,,,,the-colosseum
0,Prancer,YellowPages,14,,6,,,,3,,5,,,,the-colosseum
0,Rudolph,Foreclosure,14,3,6,,,,,,5,,,,the-colosseum
0,Rudolph,Napster,14,3,6,,,,,,5,,,,the-colosseum
0,Rudolph,Ricola,14,,6,,,,3,,5,,,,the-colosseum
2,Rudolph,Ricola,14,,6,,,,,,5,3,,,
0,Vixen,Blue Gill,14,,6,,,,3,,5,,,,the-colosseum
2,Vixen,Scuba Steve,14,,9,,,,,5,,,,,"black-rock, dmz, the-silo"
0,Vixen,Tweety,14,3,6,,,,,,5,,,,the-colosseum
0,Comet,Fire Hose,13,,3,,,5,,,5,,,,the-colosseum
2,Donner,Storm Chaser,13,2,6,,,,,5,,,,,"dmz, the-ridge"
1,Prancer,Sensodyne,13,1,9,,,,,,,3,,,"the-colosseum, the-olympiad, the-ridge"
2,Vixen,5-Putt,13,3,9,,,,,,,,1,,"the-ridge, the-silo"
2,Blitzen,Derailed,12,6,6,,,,,,,,,,"dmz, the-grove"
0,Cupid,Picasso,12,,7,,,,,,5,,,,the-colosseum
2,Cupid,Sparkler,12,3,4,,,,,5,,,,,black-diamond
2,Dancer,Dear Abby,12,,6,,,,3,,,3,,,
1,Dancer,Martha Stewart,12,3,9,,,,,,,,,,"the-colosseum, the-ridge, the-silo"
2,Dasher,Doozie,12,3,6,,,,3,,,,,,"black-rock, el-coyote"
0,Donner,Mr. Kotter,12,,6,,,,,,5,,1,,the-colosseum
0,Donner,Storm Chaser,12,,7,,,,,,5,,,,the-colosseum
1,Prancer,PFG,12,,9,,,,,,,3,,,ravens-nest
2,Rudolph,Celine Dion,12,,9,,,,,,,3,,,"black-rock, ravens-nest, the-grove"
1,Rudolph,Slapshot,12,,9,,,,,,,3,,,"da-grizz, ravens-nest"
1,Vixen,5-Putt,12,,9,,,,,,,3,,,"dmz, the-colosseum, the-ridge"
2,Vixen,vern,12,6,6,,,,,,,,,,"the-ridge, the-silo"
0,Blitzen,Pee Wee Herman,11,,6,,,,,,5,,,,the-colosseum
2,Blitzen,Pee Wee Herman,11,2,9,,,,,,,,,,"dmz, the-ridge, the-silo"
0,Blitzen,Xena- Warrior Princess,11,,6,,,,,,5,,,,the-colosseum
2,Blitzen,Xena- Warrior Princess,11,,3,,,,3,5,,,,,the-colosseum
0,Comet,DJ Sump Pump,11,,3,,,,3,,5,,,,the-colosseum
0,Comet,Heifer,11,,6,,,,,,5,,,,the-colosseum
0,Comet,Wing Stop (F3 Naperville),11,,3,,,,3,,5,,,,the-colosseum
1,Cupid,Candy Man,11,2,6,,,,,,,3,,,the-colosseum
1,Cupid,Great Clips,11,,3,,,5,3,,,,,,the-olympiad
1,Cupid,Lot lizard,11,,3,,,,,5,,3,,,el-coyote
0,Cupid,Soft Hands,11,3,3,,,,,,5,,,,the-colosseum
0,Cupid,Sparkler,11,,6,,,,,,5,,,,the-colosseum
0,Cupid,Spike Horn,11,3,3,,,,,,5,,,,the-colosseum
0,Dancer,Phoenix,11,,3,,,,3,,5,,,,the-colosseum
0,Dancer,Thesaurus,11,,3,,,,3,,5,,,,the-colosseum
1,Dasher,Drive By,11,,3,,,,,5,,3,,,el-coyote
0,Dasher,Trifecta,11,3,3,,,,,,5,,,,the-colosseum
1,Dasher,Trojan,11,,6,,,,,5,,,,,"el-coyote, the-olympiad"
0,Dasher,UPS,11,,6,,,,,,5,,,,the-colosseum
0,Donner,Bedpan,11,,3,,,,3,,5,,,,the-colosseum
0,Donner,Celler Dweller,11,,3,,,,3,,5,,,,the-colosseum
0,Donner,Mr. Belding,11,3,3,,,,,,5,,,,the-colosseum
2,Prancer,Deliverance,11,,6,,,,,,5,,,,"dmz, the-colosseum"
0,Prancer,Dilbert,11,,3,,,,3,,5,,,,the-colosseum
1,Prancer,Hot Boxx,11,,3,,,,,,5,3,,,el-coyote
0,Rudolph,Folgers,11,,3,,,,3,,5,,,,the-colosseum
0,Rudolph,Underdog,11,,6,,,,,,5,,,,the-colosseum
1,Vixen,Hackman,11,2,6,,,,,,,3,,,"dmz, the-colosseum"
2,Donner,Corner Kick,10,4,6,,,,,,,,,,"dmz, the-ridge"
2,Donner,Moist,10,4,6,,,,,,,,,,"the-ridge, the-silo"
2,Donner,Mr. Kotter,10,,10,,,,,,,,,,"black-diamond, dmz, the-silo"
1,Rudolph,Folgers,10,4,3,,,,,,,3,,,da-grizz
1,Blitzen,Gopher,9,3,6,,,,,,,,,,"the-colosseum, the-ridge"
2,Blitzen,Kidney Beans,9,3,6,,,,,,,,,,"el-coyote, the-colosseum"
2,Blitzen,Morticia,9,,9,,,,,,,,,,"dmz, the-ridge, the-silo"
2,Comet,DJ Sump Pump,9,,9,,,,,,,,,,"the-ridge, the-silo"
2,Comet,Danica,9,,9,,,,,,,,,,"the-colosseum, the-grove, the-ridge"
1,Comet,Hot Pants,9,,6,,,,,,,3,,,the-colosseum
2,Comet,Shankapotomus,9,3,6,,,,,,,,,,"black-rock, the-colosseum"
2,Cupid,Bunker,9,3,6,,,,,,,,,,"the-colosseum, the-grove"
2,Cupid,Candy Man,9,,9,,,,,,,,,,"the-colosseum, the-grove, the-ridge"
2,Cupid,Lot lizard,9,6,3,,,,,,,,,,ravens-nest
1,Cupid,Otto Man,9,,9,,,,,,,,,,"el-coyote, the-colosseum"
1,Dancer,Boston Butt,9,3,6,,,,,,,,,,"the-colosseum, the-silo"
1,Dasher,BORG,9,3,6,,,,,,,,,,"the-colosseum, the-silo"
2,Dasher,Rooney,9,,9,,,,,,,,,,black-rock
