user_id,user_name,min date,max date,post_count,Team,pick_order,FNGflag,notes
U06A1RN2DQF,Hank Hill,11-Jan-25,11-Jul-25,286,Dasher,1,0,
U03SX99V3PU,Meta,11-Jan-25,11-Jul-25,214,Dancer,1,0,
U03765UPB8C,Chum Bucket,11-Jan-25,10-Jul-25,189,Prancer,1,0,
U05LL7ESE79,Cutler,11-Jan-25,11-Jul-25,183,Vixen,1,0,
U017QPPJVJ5,Bob Villa,11-Jan-25,11-Jul-25,180,Comet,1,0,
U051330RY2J,Depends (3rdF Q),11-Jan-25,11-Jul-25,171,Cupid,1,0,
U02A96W697X,Dauber,11-Jan-25,10-Jul-25,162,Donner,1,0,
U03TX17L7AQ,Foreclosure,11-Jan-25,10-Jul-25,158,Blitzen,1,0,
U06GZ8ECZC5,Boomer,11-Jan-25,11-Jul-25,154,Rudolph,1,0,
U016890PYHM,Bedpan,11-Jan-25,11-Jul-25,154,Olive,1,0,
U0171KQRB6D,vern,11-Jan-25,11-Jul-25,154,Dasher,2,0,
U016ZUU67BN,5-Putt,11-Jan-25,11-Jul-25,152,Dancer,2,0,
U03EPDEKY4U,Schlitz,11-Jan-25,11-Jul-25,150,Prancer,2,0,
U040R8S1N6P,Dilbert,14-Jan-25,11-Jul-25,147,Vixen,2,0,
U018098KAAC,Sparkler,11-Jan-25,11-Jul-25,145,Comet,2,0,
U017E4NMFQV,Hanger,11-Jan-25,11-Jul-25,144,Cupid,2,0,
U02H51CJS30,Pull-up,11-Jan-25,11-Jul-25,142,Donner,2,0,
U071GSVM24B,Spit Valve,11-Jan-25,11-Jul-25,141,Blitzen,2,0,
U05TUKL5N87,Zimmer,11-Jan-25,9-Jul-25,141,Rudolph,2,0,
U080FGLKUH5,Hodl,11-Jan-25,10-Jul-25,133,Olive,2,0,
U06K8PKQGA1,Duck Hunt,16-Jan-25,11-Jul-25,127,Dasher,3,0,
U02NST5BMKJ,Dear Abby,11-Jan-25,11-Jul-25,118,Dancer,3,0,
U087CHQLZ7B,Scratch and Dent,15-Jan-25,10-Jul-25,115,Prancer,3,0,
U01E40PTNFJ,Bunker,13-Jan-25,10-Jul-25,115,Vixen,3,0,
U020A7W78FQ,Mr. Belding,11-Jan-25,10-Jul-25,115,Comet,3,0,
U02F2UV0MCL,Blue Gill,11-Jan-25,11-Jul-25,112,Cupid,3,0,
U06GZE2D66R,Sparky,11-Jan-25,10-Jul-25,111,Donner,3,0,
U056VUVJ63D,Napster,11-Jan-25,11-Jul-25,111,Blitzen,3,0,
U07RD0ACG80,Nemo,11-Jan-25,11-Jul-25,111,Rudolph,3,0,
U016M1Z8NLE,Happy Camper,11-Jan-25,27-Jun-25,108,Olive,3,0,
U04H3PWJN5A,Juanita,11-Jan-25,9-Jul-25,105,Dasher,4,0,
U019MT194E7,Jellystone,11-Jan-25,11-Jul-25,104,Dancer,4,0,
U016V6KHM36,Dilly Dilly,13-Jan-25,10-Jul-25,103,Prancer,4,0,
U019Y7P6XPF,Foundation,23-Jan-25,11-Jul-25,103,Vixen,4,0,
U070NTWF7G8,Foghorn,11-Jan-25,10-Jul-25,103,Comet,4,0,
U0536BG9AMU,TruGreen,11-Jan-25,11-Jul-25,100,Cupid,4,0,
U0186PNUG3T,Hackman,13-Jan-25,9-Jul-25,100,Donner,4,0,
U05QD3D6ZK7,Caboose,11-Jan-25,9-Jul-25,99,Blitzen,4,0,
U048GCZ7GBY,Broomstick,11-Jan-25,4-Jul-25,98,Rudolph,4,0,
U04U8EGCQS1,Manhole,11-Jan-25,10-Jul-25,98,Olive,4,0,
U02KN9HUSE6,Soft Hands,11-Jan-25,8-Jul-25,96,Dasher,5,0,
U041T99TNTC,YellowPages,11-Jan-25,11-Jul-25,93,Dancer,5,0,
U073J179LHM,Sizzler,13-Jan-25,10-Jul-25,93,Prancer,5,0,
U017HR8U5RS,SkidMark,11-Jan-25,10-Jul-25,92,Vixen,5,0,
U03U8N4P5G8,Flo,11-Jan-25,10-Jul-25,91,Comet,5,0,
U07GJC6UG1Z,Celler Dweller,27-Jan-25,10-Jul-25,90,Cupid,5,0,
U01APFBACP8,Morticia,11-Jan-25,10-Jul-25,90,Donner,5,0,
U06H3QB4KMY,Mahomes,11-Jan-25,8-Jul-25,83,Blitzen,5,0,
U04RBT6T8RJ,Old Maid,11-Jan-25,7-Jul-25,83,Rudolph,5,0,
U05QJRZNQHH,Corner Kick,14-Jan-25,9-Jul-25,78,Olive,5,0,
U016TRPRHKL,Den Mother,14-Jan-25,11-Jul-25,76,Dasher,6,0,
U041R4GK79V,fuzzy navel,11-Jan-25,10-Jul-25,73,Dancer,6,0,
U058SP7GRJ6,Hatchet (Lizard Q),11-Jan-25,6-Jul-25,71,Prancer,6,0,
U073D5MRD4Z,Hat Trick,15-Jan-25,7-Jul-25,69,Vixen,6,0,
U0603QP17QE,Ecto Cooler,11-Jan-25,5-Jul-25,69,Comet,6,0,
U04RQB0TXFS,Hot Lava,11-Jan-25,7-Jul-25,69,Cupid,6,0,
U07KLPGENJ0,Just Dance,16-Jan-25,10-Jul-25,68,Donner,6,0,
U01ELRMAL7L,Quatro,11-Jan-25,10-Jul-25,65,Blitzen,6,0,
U07LY4K586M,Moist,29-Jan-25,9-Jul-25,62,Rudolph,6,0,
U070Z12249H,Xena- Warrior Princess,11-Jan-25,10-Jul-25,61,Olive,6,0,
U0171K8109F,F3CrossroadsIL,11-Jan-25,8-Jul-25,61,Dasher,7,0,
U03FQ2U8UJK,Mapquest,15-Jan-25,10-Jul-25,59,Dancer,7,0,
U05ULCL3806,Mr. Kotter,13-Jan-25,11-Jul-25,59,Prancer,7,0,
U03KV19V5JS,Cowbell,11-Jan-25,11-Jul-25,57,Vixen,7,0,
USLACKBOT,Slackbot,13-Jan-25,10-Jul-25,57,Comet,7,0,
U05C8DP6YS0,Algorithm,13-Jan-25,27-Jun-25,56,Cupid,7,0,
U04H6HMNPH9,Cinderella,11-Jan-25,7-Jul-25,55,Donner,7,0,
U07DTG7DY07,Dr. Feelgood,28-Mar-25,10-Jul-25,54,Blitzen,7,0,
U03TYSW2933,The Worm,11-Jan-25,11-Jul-25,53,Rudolph,7,0,
U074T16JBDX,Deliverance,11-Jan-25,8-Jul-25,53,Olive,7,0,
U05GG5NR7KM,Pee Wee Herman,17-Jan-25,11-Jul-25,53,Dasher,8,0,
U03T43SBJNA,Homer Simpson,11-Jan-25,10-Jul-25,52,Dancer,8,0,
U061CBW96MA,Singer,13-Jan-25,11-Jul-25,51,Prancer,8,0,
U08U4PQV3DJ,Phoenix,28-May-25,10-Jul-25,51,Vixen,8,0,
U077RQMTNG3,Celine Dion,29-Jan-25,4-Jul-25,49,Comet,8,0,
U017Q7Q4CSD,Ozark,11-Jan-25,21-Jun-25,47,Cupid,8,0,
U07698FG143,Ricochet,14-Jan-25,8-Jul-25,45,Donner,8,0,
U017BQTUL3D,John Denver,11-Jan-25,7-Jul-25,44,Blitzen,8,0,
U057QBF3TPW,Deja vu,11-Jan-25,10-Jul-25,40,Rudolph,8,0,
U016P7DMTGT,Boston Butt,14-Jan-25,11-Jul-25,40,Olive,8,0,
U053LEBRMM4,Derailed,13-Jan-25,9-Jul-25,39,Dasher,9,0,
U08RFHRKC5P,Alter boy,6-May-25,3-Jul-25,38,Dancer,9,0,
U017Q6TF0TB,Gopher,11-Jan-25,11-Jul-25,37,Prancer,9,0,
U072HDGJSBG,Doozie,4-Feb-25,8-Jul-25,37,Vixen,9,0,
U05UDL3EVGR,Peashooter,15-Jan-25,9-Jul-25,37,Comet,9,0,
U0194BS66MQ,Binford,14-Jan-25,8-Jul-25,36,Cupid,9,0,
U01B8FLBHKP,Nickelback,11-Jan-25,10-Jul-25,35,Donner,9,0,
U04M8MS2WHJ,FINCH,11-Jan-25,10-Jul-25,35,Blitzen,9,0,
U03DP9WRXJN,Backstreet,28-Jan-25,10-Jul-25,34,Rudolph,9,0,
U08QBC4F5C3,Fish Tape,29-Apr-25,10-Jul-25,33,Olive,9,0,
U02A96WLKRB,Scat,23-Jan-25,10-Jul-25,32,Dasher,10,0,
U07ENSE9S1X,Great Clips,25-Jan-25,10-Jul-25,31,Dancer,10,0,
U02LGCKH24W,Sensodyne,4-Feb-25,2-Jul-25,31,Prancer,10,0,
U05FZ4QEFG9,Tweety,13-Jan-25,8-Jul-25,30,Vixen,10,0,
U03SUM8JU2Z,Spike Horn,14-Jan-25,5-Jul-25,29,Comet,10,0,
U058F8J3PNK,Danica,13-Jan-25,2-Jul-25,29,Cupid,10,0,
U01ANAL4DUL,Storm Chaser,25-Jan-25,8-Jul-25,28,Donner,10,0,
U08C28HK3KN,Feta,6-Feb-25,9-Apr-25,27,Blitzen,10,0,
U040Y3RQPNJ,Six Sheets,28-Apr-25,10-Jul-25,27,Rudolph,10,0,
U07H6LVJHKK,Frontier,18-Jan-25,20-May-25,26,Olive,10,0,
U03HM57HSKG,Gisele -,23-Jan-25,17-Jun-25,26,Dasher,11,0,
U016MKQUP29,Woody,12-Mar-25,10-Jul-25,25,Dancer,11,0,
U081JKWAR33,Sailer Moon,18-Jan-25,28-Jun-25,24,Prancer,11,0,
U041T9ACB3L,UPS,11-Jan-25,4-Jul-25,24,Vixen,11,0,
U04Q01BPTPE,Olive Oyl,11-Jan-25,11-Jul-25,23,Comet,11,0,
U07T5DL3VHA,Drive By,28-Jan-25,10-Jul-25,23,Cupid,11,0,
U04N3DANAEA,REBAR,11-Jan-25,26-Apr-25,23,Donner,11,0,
U06AWCQ0E9Z,slackblast,22-Feb-25,11-Jul-25,23,Blitzen,11,0,
U08TD9DD6M6,Scuba Steve,16-May-25,11-Jul-25,22,Rudolph,11,0,
U06J46ZTPEZ,Folgers,18-Jan-25,5-Jul-25,22,Olive,11,0,
U047GFQH4HL,Bronco,12-Feb-25,8-Jul-25,22,Dasher,12,0,
U016VPSQSFR,Trickle,11-Jan-25,17-Jun-25,21,Dancer,12,0,
U020A3PMS14,Ringo,29-Jan-25,8-Jul-25,20,Prancer,12,0,
U03SJESV9JR,BABYMOMMA,21-Jan-25,8-Jul-25,20,Vixen,12,0,
U08RHRMD43C,Frogger,7-May-25,8-Jul-25,19,Comet,12,0,
U05FDSP0YD7,Peterbilt,16-Apr-25,9-Jul-25,18,Cupid,12,0,
U017HR91AJG,SoccerMom,11-Jan-25,25-Jun-25,17,Donner,12,0,
U064F9H5MAR,Dog House,11-Jan-25,27-Jun-25,17,Blitzen,12,0,
U08RER38J8M,BeSt in ShOw,9-May-25,3-Jul-25,17,Rudolph,12,0,
U0638CR70Q2,Tinfoil,28-Apr-25,11-Jun-25,15,Olive,12,0,
U07UKT9J213,Large Marge,18-Jan-25,24-May-25,15,Dasher,13,0,
U017X9WAQ9Y,BoilerUp,14-Jan-25,7-Jul-25,15,Dancer,13,0,
U07EJ6173S6,Ginga,4-Apr-25,1-Jul-25,15,Prancer,13,0,
U03H797905V,Millville,15-Jan-25,4-Jul-25,14,Vixen,13,0,
U081S4SDQEB,HGTV,18-Jan-25,21-Jun-25,14,Comet,13,0,
U01Q04FM95G,Hot Boxx,26-Jan-25,10-Jul-25,14,Cupid,13,0,
U017DA73JQY,TPS Report,7-Jun-25,11-Jul-25,14,Donner,13,0,
U06TFS9Q7UL,Ricola,11-Jan-25,8-Jul-25,14,Blitzen,13,0,
U06HSP24X8X,Bambino,11-Jan-25,4-Jul-25,14,Rudolph,13,0,
U04C9LC424U,Norm,11-Jan-25,28-Jun-25,14,Olive,13,0,
U05GFSH6BC2,Ink Jet,30-Jan-25,26-Jun-25,13,Dasher,14,0,
U02BUJWCMBQ,Picasso,18-Jan-25,28-Jun-25,13,Dancer,14,0,
U017G126ESY,Elway F3 Naperville,26-Jan-25,15-May-25,13,Prancer,14,0,
U01A81A7BPS,1040EZ,24-Feb-25,24-Jun-25,13,Vixen,14,0,
U07CY9BC4UV,Hydrant,4-Feb-25,8-Jul-25,13,Comet,14,0,
U05AB2HGHAN,Miley,15-Jan-25,27-Mar-25,12,Cupid,14,0,
U05H6UA0KCK,Trifecta,11-Jan-25,7-Jun-25,12,Donner,14,0,
U0756DDD08K,Dan-D-LION,26-Feb-25,28-May-25,11,Blitzen,14,0,
U08HPL8Q7NV,Tool Time,19-Mar-25,18-Jun-25,11,Rudolph,14,0,
U07BTHWFLGZ,Bill Nye,22-Apr-25,8-Jul-25,11,Olive,14,0,
U017BQTBXQB,Skinner,3-Feb-25,16-May-25,11,Dasher,15,0,
U07BUCET1R9,Dr. Loco,7-May-25,31-May-25,11,Dancer,15,0,
U08TBP91GBZ,Go Daddy,23-May-25,2-Jul-25,10,Prancer,15,0,
U05JZ098926,Puddles,11-Jan-25,23-Jun-25,10,Vixen,15,0,
U040YRLSFNW,Rooney,5-Feb-25,8-Jul-25,10,Comet,15,0,
U0176U2L03X,Toby,26-Feb-25,30-May-25,9,Cupid,15,0,
U0829R3EAMD,Peek-a-boo,16-Apr-25,9-Jul-25,8,Donner,15,0,
U08DV7XET0R,Lucky,15-Feb-25,1-Mar-25,8,Blitzen,15,0,
U05CT4M9CEN,El Guapo,29-Jan-25,18-Jun-25,8,Rudolph,15,0,
U0194BS469Y,Bunny Hill,18-Jan-25,10-May-25,8,Olive,15,0,
U06TA58T8NR,Booger,11-Jan-25,9-Apr-25,8,Dasher,16,0,
U02NBKHN3NK,Dungeon Master,26-May-25,4-Jul-25,8,Dancer,16,0,
U08FDCS4U3F,Pole Dancer,25-Feb-25,22-Jun-25,7,Prancer,16,0,
U090GAA7QE6,Laces Out,7-Jun-25,5-Jul-25,7,Vixen,16,0,
U03ESCYKTGR,Squidward,23-Jan-25,3-Jun-25,7,Comet,16,0,
U018377K57S,Spirit,17-Mar-25,11-Jul-25,7,Cupid,16,0,
U0197M49PJ8,Squirts,24-May-25,14-Jun-25,7,Donner,16,0,
U06GX3VRNKU,BORG,28-Jan-25,19-May-25,7,Blitzen,16,0,
U08HDSELH6Y,Groucho,11-Mar-25,22-Jun-25,6,Rudolph,16,0,
U08MHTVAVTN,Frank the Tank,9-Apr-25,28-May-25,6,Olive,16,0,
U07K1BV0UUX,Pink Panther,5-Jun-25,3-Jul-25,6,Dasher,17,0,
U05C07FDB2L,Horse-n-Buggy,23-Jan-25,15-May-25,6,Dancer,17,0,
U089QSWGZ7Z,Wet Bandit,30-Jan-25,23-May-25,6,Prancer,17,0,
U08R2U2F3UN,Janet Jackson,7-May-25,4-Jun-25,6,Vixen,17,0,
U070SG6LRAS,Flanders,11-Jan-25,7-Jun-25,6,Comet,17,0,
U07UCTA492S,Mr Burns,11-Jan-25,5-Apr-25,6,Cupid,17,0,
U050YTG6YJC,Latte,20-Jan-25,8-Jul-25,6,Donner,17,0,
U08QQRJCDAN,NOMAD,3-May-25,30-May-25,5,Blitzen,17,0,
